,review,ratio
5650, This was our second stay here clean comfortable nicely decorated room Car parking convenient ,1.0
5651, The hall is nice decorated ,0.25
5652, It was close to transport links Canary Wharf,2.0
5653, Price as was last minute booking ,1.0
5654, The location was amazing We got upgraded from a room with no window to a room with a large window and a balcony Great room clean tidy good facilities ,2.0
5655, Location was great pity about the noisy building work but can t blame hotel for that,0.25
5656, Location ,0.3333333333333333
5657, Clean sheets Restaurant and hospitality,1.0
5658, The location was good Not so far from the canary warf underground Some road work nearby made the access to the hotel a little longer The hotel was okay However the swimming pool was closed the entire weekend they said a flood had occurred the day we arrived and the staff kept saying the pool was going to open later on but that never happened We had a very upset little one who wanted to go swimming ,1.0
5659, Very spacious room with all the facilities I needed Staff were helpful and friendly ,0.5
5660, They upgraded me to a nicer room with a view after one night due to an overzealous air conditioner you can t control the temp in the cheaper rooms and a non working room phone ,1.5555555555555556
5661, The location environment clean rooms good staffs above all excellent gym and pool,0.5
5662, Perfectly acceptable for an overnight stay for work Yes it does need updating but it doesn t matter for me Stayed here quite a few times ,1.0
5663, A good location and very convenient for access to Canary Wharf and London Underground Friendly and helpful staff ,1.3333333333333333
5664, Simple mostly clean but very old hotel facilities ,1.5
5665, I was really happy with the overall service the hotel and the room ,3.0
5666, Very friendly front desk staff upgraded my room which is a great policy to do if they are not full I had fantastic views ,1.0
5667, ,0.7142857142857143
5668, The views from the upper level rooms Convenient location Good breakfast John Paul on reception is very good at his job ,0.6666666666666666
5669, Nothing,0.25
5670, Very clean great location Was upgraded to a larger room with a view Breakfast was good and reasonable price ,2.0
5671, Comfortable and clean rooms On site restaurants and room service,1.0
5672, 1 Location was great 2 room s space 3 the view from the window ,0.6
5673, location,0.6
5674, It s a great location for Canary wharf and some rooms have excellent river views and often a fantastic price Showers are powerful and hot ,0.625
5675, Our room was on 13th floor the view on Canary Wharf was amazing Standard Room was a very good size Girls in reception were nice and helpful ,0.8
5676, nothing good like website said ,0.7
5677, Staff was great and very helpfull,0.9166666666666666
5678, ,1.5
5679, Huge rooms huge beds huge bathroom amazing price,0.25
5680, Breakfasts were good but the accommodation is looking very tired and jaded We paid a discounted price which represented good value for money but the full room rate of circa 300 per night would have been way way too high for the standard of accommodation,1.0
5681, The view in 904 was awesome As we entered the room I was shocked because the bed was huge and super comfy I pulled back the curtains and the view was amazing It was like a cinema screen looking over London ,1.0
5682, Bedroom was clean but you would expect that anyway It is very dated though Needs refurbishing as everything is looking worn out ,1.25
5683, Close for our requirements,2.0
5684, Probably the best hotel we have stayed in We had an excellent room on the first floor overlooking the water and Canary Wharf buildings amazing how many different birds there were to see The Indian restaurant was nice and the breakfast very good The whole ambience of the reception and service was top quality especially for the price The car park was ideal When we drove up outside the entrance my wife said this can t be the right hotel but it was We shall go back again ,1.0
5685, Convenient,0.8
5686, Clean tidy friendly but no information was given about the closure of certain facilities,0.3333333333333333
5687, Staff was friendly,1.1666666666666667
5688, location is great a small indian restaurant inside and a pizza place hotel cheap buffet option too close to transport facilities was cheap for my booking but i guess i was lucky if you dont mind discomfort it s ok,0.3333333333333333
5689, Friendly staff nice location,0.6666666666666666
5690, Good location for Canary Wharf but so is a lot of London,1.6666666666666667
5691, The sizes of the rooms the lobby and restaurant,0.7142857142857143
5692, Location,0.3333333333333333
5693, I paid 170 pounds for days and it was 100 Value for money Room was big and clean,1.0
5694, Good location if you have meetings in Canary Wharf lovely old style decor and building,0.5
5695, Great location close to a station Canary Wharf station that offers you multiple destinations inside London Great view at the bar of the hotel good cleanliness standards in the rooms spacious and comfortable rooms Really good value for money ,2.0
5696, The view was very nice from our room Great location ,0.25
5697, Location good for Canary Wharf Cheaper end for the area ,2.0
5698, Nothing to like except the location which isn t enough to recommend it ,0.5
5699, ,0.42857142857142855
5700, ,0.5
5701, ,0.8461538461538461
5702, ,0.5
5703, Very handy for Canary Wharf tube station ,0.2222222222222222
5704, Bed was OK,0.07142857142857142
5705, The rooms was nice,1.75
5706, The bed was comfy the although gap in the middle was horrible and painful,0.8
5707, staff were excellent and helpful,1.2
5708, ,0.4
5709, I liked the location It was nice and not busy at all There is few nice restaurants around and few shops I would stay in this location again I did like the look of the hotel to be fair and their gym was good enough for us ,0.5
